Name,Type,Shape
shirt1_move1_pant1_x2_img057.png,shirt1,shirt
shirt1_move1_pant1_x2_img058.png,shirt1,shirt
shirt1_move1_pant1_x2_img059.png,shirt1,shirt
shirt1_move1_pant1_x2_img060.png,shirt1,shirt
shirt1_move2_pant1_x1_img001.png,shirt1,shirt
shirt1_move2_pant1_x1_img002.png,shirt1,shirt
shirt1_move2_pant1_x1_img003.png,shirt1,shirt
shirt1_move2_pant1_x1_img004.png,shirt1,shirt
shirt1_move2_pant1_x1_img005.png,shirt1,shirt
shirt1_move2_pant1_x1_img006.png,shirt1,shirt
shirt1_move2_pant1_x1_img007.png,shirt1,shirt
shirt1_move2_pant1_x1_img008.png,shirt1,shirt
shirt1_move2_pant1_x1_img009.png,shirt1,shirt
shirt1_move2_pant1_x1_img010.png,shirt1,shirt
shirt1_move2_pant1_x1_img011.png,shirt1,shirt
shirt1_move2_pant1_x1_img012.png,shirt1,shirt
shirt1_move2_pant1_x1_img013.png,shirt1,shirt
shirt1_move2_pant1_x1_img014.png,shirt1,shirt
shirt1_move2_pant1_x1_img015.png,shirt1,shirt
shirt1_move2_pant1_x1_img016.png,shirt1,shirt
shirt1_move2_pant1_x1_img017.png,shirt1,shirt
shirt1_move2_pant1_x1_img018.png,shirt1,shirt
shirt1_move2_pant1_x1_img019.png,shirt1,shirt
shirt1_move2_pant1_x1_img020.png,shirt1,shirt
shirt1_move2_pant1_x1_img021.png,shirt1,shirt
shirt1_move2_pant1_x1_img022.png,shirt1,shirt
shirt1_move2_pant1_x1_img023.png,shirt1,shirt
shirt1_move2_pant1_x1_img024.png,shirt1,shirt
shirt1_move2_pant1_x1_img025.png,shirt1,shirt
shirt1_move2_pant1_x1_img026.png,shirt1,shirt
shirt1_move2_pant1_x1_img027.png,shirt1,shirt
shirt1_move2_pant1_x1_img028.png,shirt1,shirt
shirt1_move2_pant1_x1_img029.png,shirt1,shirt
shirt1_move2_pant1_x1_img030.png,shirt1,shirt
shirt1_move2_pant1_x1_img031.png,shirt1,shirt
shirt1_move2_pant1_x1_img032.png,shirt1,shirt
shirt1_move2_pant1_x1_img033.png,shirt1,shirt
shirt1_move2_pant1_x1_img034.png,shirt1,shirt
shirt1_move2_pant1_x1_img035.png,shirt1,shirt
shirt1_move2_pant1_x1_img036.png,shirt1,shirt
shirt1_move2_pant1_x1_img037.png,shirt1,shirt
shirt1_move2_pant1_x1_img038.png,shirt1,shirt
shirt1_move2_pant1_x1_img039.png,shirt1,shirt
shirt1_move2_pant1_x1_img040.png,shirt1,shirt
shirt1_move2_pant1_x1_img041.png,shirt1,shirt
shirt1_move2_pant1_x1_img042.png,shirt1,shirt
shirt1_move2_pant1_x1_img043.png,shirt1,shirt
shirt1_move2_pant1_x1_img044.png,shirt1,shirt
shirt1_move2_pant1_x1_img045.png,shirt1,shirt
shirt1_move2_pant1_x1_img046.png,shirt1,shirt
shirt1_move2_pant1_x1_img047.png,shirt1,shirt
shirt1_move2_pant1_x1_img048.png,shirt1,shirt
shirt1_move2_pant1_x1_img049.png,shirt1,shirt
shirt1_move2_pant1_x1_img050.png,shirt1,shirt
shirt1_move2_pant1_x1_img051.png,shirt1,shirt
shirt1_move2_pant1_x1_img052.png,shirt1,shirt
shirt1_move2_pant1_x1_img053.png,shirt1,shirt
shirt1_move2_pant1_x1_img054.png,shirt1,shirt
shirt1_move2_pant1_x1_img055.png,shirt1,shirt
shirt1_move2_pant1_x1_img056.png,shirt1,shirt
shirt1_move2_pant1_x1_img057.png,shirt1,shirt
shirt1_move2_pant1_x1_img058.png,shirt1,shirt
shirt1_move2_pant1_x1_img059.png,shirt1,shirt
shirt1_move2_pant1_x1_img060.png,shirt1,shirt
shirt1_move2_pant1_x1_img061.png,shirt1,shirt
shirt1_move2_pant1_x1_img062.png,shirt1,shirt
shirt1_move2_pant1_x1_img063.png,shirt1,shirt
shirt1_move2_pant1_x1_img064.png,shirt1,shirt
shirt1_move2_pant1_x1_img065.png,shirt1,shirt
shirt1_move2_pant1_x1_img066.png,shirt1,shirt
shirt1_move2_pant1_x1_img067.png,shirt1,shirt
shirt1_move2_pant1_x1_img068.png,shirt1,shirt
shirt1_move2_pant1_x1_img069.png,shirt1,shirt
shirt1_move2_pant1_x1_img070.png,shirt1,shirt
shirt1_move2_pant1_x1_img071.png,shirt1,shirt
shirt1_move2_pant1_x1_img072.png,shirt1,shirt
shirt1_move2_pant1_x1_img073.png,shirt1,shirt
shirt1_move2_pant1_x1_img074.png,shirt1,shirt
shirt1_move2_pant1_x1_img075.png,shirt1,shirt
shirt1_move2_pant1_x1_img076.png,shirt1,shirt
shirt1_move2_pant1_x1_img077.png,shirt1,shirt
shirt1_move2_pant1_x1_img078.png,shirt1,shirt
shirt1_move2_pant1_x1_img079.png,shirt1,shirt
shirt1_move2_pant1_x1_img080.png,shirt1,shirt
sweater1_move1_pant1_x1_img001.png,sweater1,sweater
sweater1_move1_pant1_x1_img002.png,sweater1,sweater
sweater1_move1_pant1_x1_img003.png,sweater1,sweater
sweater1_move1_pant1_x1_img004.png,sweater1,sweater
sweater1_move1_pant1_x1_img005.png,sweater1,sweater
sweater1_move1_pant1_x1_img006.png,sweater1,sweater
sweater1_move1_pant1_x1_img007.png,sweater1,sweater
sweater1_move1_pant1_x1_img008.png,sweater1,sweater
sweater1_move1_pant1_x1_img009.png,sweater1,sweater
sweater1_move1_pant1_x1_img010.png,sweater1,sweater
sweater1_move1_pant1_x1_img011.png,sweater1,sweater
sweater1_move1_pant1_x1_img012.png,sweater1,sweater
sweater1_move1_pant1_x1_img013.png,sweater1,sweater
sweater1_move1_pant1_x1_img014.png,sweater1,sweater
sweater1_move1_pant1_x1_img015.png,sweater1,sweater
sweater1_move1_pant1_x1_img016.png,sweater1,sweater
sweater1_move1_pant1_x1_img017.png,sweater1,sweater
sweater1_move1_pant1_x1_img018.png,sweater1,sweater
sweater1_move1_pant1_x1_img019.png,sweater1,sweater
sweater1_move1_pant1_x1_img020.png,sweater1,sweater
sweater1_move1_pant1_x1_img021.png,sweater1,sweater
sweater1_move1_pant1_x1_img022.png,sweater1,sweater
sweater1_move1_pant1_x1_img023.png,sweater1,sweater
sweater1_move1_pant1_x1_img024.png,sweater1,sweater
sweater1_move1_pant1_x1_img025.png,sweater1,sweater
sweater1_move1_pant1_x1_img026.png,sweater1,sweater
sweater1_move1_pant1_x1_img027.png,sweater1,sweater
sweater1_move1_pant1_x1_img028.png,sweater1,sweater
sweater1_move1_pant1_x1_img029.png,sweater1,sweater
sweater1_move1_pant1_x1_img030.png,sweater1,sweater
sweater1_move1_pant1_x1_img031.png,sweater1,sweater
sweater1_move1_pant1_x1_img032.png,sweater1,sweater
sweater1_move1_pant1_x1_img033.png,sweater1,sweater
sweater1_move1_pant1_x1_img034.png,sweater1,sweater
sweater1_move1_pant1_x1_img035.png,sweater1,sweater
sweater1_move1_pant1_x1_img036.png,sweater1,sweater
sweater1_move1_pant1_x1_img037.png,sweater1,sweater
sweater1_move1_pant1_x1_img038.png,sweater1,sweater
sweater1_move1_pant1_x1_img039.png,sweater1,sweater
sweater1_move1_pant1_x1_img040.png,sweater1,sweater
sweater1_move1_pant1_x1_img041.png,sweater1,sweater
sweater1_move1_pant1_x1_img042.png,sweater1,sweater
sweater1_move1_pant1_x1_img043.png,sweater1,sweater
sweater1_move1_pant1_x1_img044.png,sweater1,sweater
sweater1_move1_pant1_x1_img045.png,sweater1,sweater
sweater1_move1_pant1_x1_img046.png,sweater1,sweater
sweater1_move1_pant1_x1_img047.png,sweater1,sweater
sweater1_move1_pant1_x1_img048.png,sweater1,sweater
sweater1_move1_pant1_x1_img049.png,sweater1,sweater
sweater1_move1_pant1_x1_img050.png,sweater1,sweater
sweater1_move1_pant1_x1_img051.png,sweater1,sweater
sweater1_move1_pant1_x1_img052.png,sweater1,sweater
sweater1_move1_pant1_x1_img053.png,sweater1,sweater
sweater1_move1_pant1_x1_img054.png,sweater1,sweater
sweater1_move1_pant1_x1_img055.png,sweater1,sweater
sweater1_move1_pant1_x1_img056.png,sweater1,sweater
sweater1_move1_pant1_x1_img057.png,sweater1,sweater
sweater1_move1_pant1_x1_img058.png,sweater1,sweater
sweater1_move1_pant1_x1_img059.png,sweater1,sweater
sweater1_move1_pant1_x1_img060.png,sweater1,sweater
sweater1_move1_pant1_x1_img061.png,sweater1,sweater
sweater1_move1_pant1_x1_img062.png,sweater1,sweater
sweater1_move1_pant1_x1_img063.png,sweater1,sweater
sweater1_move1_pant1_x1_img064.png,sweater1,sweater
sweater1_move1_pant1_x1_img065.png,sweater1,sweater
sweater1_move1_pant1_x1_img066.png,sweater1,sweater
sweater1_move1_pant1_x1_img067.png,sweater1,sweater
sweater1_move1_pant1_x1_img068.png,sweater1,sweater
sweater1_move1_pant1_x1_img069.png,sweater1,sweater
sweater1_move1_pant1_x1_img070.png,sweater1,sweater
sweater1_move1_pant1_x1_img071.png,sweater1,sweater
sweater1_move1_pant1_x1_img072.png,sweater1,sweater
sweater1_move1_pant1_x1_img073.png,sweater1,sweater
sweater1_move1_pant1_x1_img074.png,sweater1,sweater
sweater1_move1_pant1_x1_img075.png,sweater1,sweater
sweater1_move1_pant1_x1_img076.png,sweater1,sweater
sweater1_move1_pant1_x1_img077.png,sweater1,sweater
sweater1_move1_pant1_x1_img078.png,sweater1,sweater
sweater1_move1_pant1_x1_img079.png,sweater1,sweater
sweater1_move1_pant1_x1_img080.png,sweater1,sweater
sweater1_move1_pant1_x1_img081.png,sweater1,sweater
sweater1_move1_pant1_x1_img082.png,sweater1,sweater
sweater1_move1_pant1_x1_img083.png,sweater1,sweater
sweater1_move1_pant1_x1_img084.png,sweater1,sweater
sweater1_move1_pant1_x1_img085.png,sweater1,sweater
sweater1_move1_pant1_x1_img086.png,sweater1,sweater
sweater1_move1_pant1_x1_img087.png,sweater1,sweater
sweater1_move1_pant1_x1_img088.png,sweater1,sweater
sweater1_move1_pant1_x1_img089.png,sweater1,sweater
sweater1_move1_pant1_x1_img090.png,sweater1,sweater
sweater1_move1_pant1_x1_img091.png,sweater1,sweater
sweater1_move1_pant1_x1_img092.png,sweater1,sweater
sweater1_move1_pant1_x1_img093.png,sweater1,sweater
sweater1_move1_pant1_x1_img094.png,sweater1,sweater
sweater1_move1_pant1_x1_img095.png,sweater1,sweater
sweater1_move1_pant1_x1_img096.png,sweater1,sweater
sweater1_move1_pant1_x1_img097.png,sweater1,sweater
sweater1_move1_pant1_x1_img098.png,sweater1,sweater
sweater1_move1_pant1_x1_img099.png,sweater1,sweater
sweater1_move1_pant1_x1_img100.png,sweater1,sweater
towel1_move1_pant1_x1_img001.png,towel1,towel
towel1_move1_pant1_x1_img002.png,towel1,towel
towel1_move1_pant1_x1_img003.png,towel1,towel
towel1_move1_pant1_x1_img004.png,towel1,towel
towel1_move1_pant1_x1_img005.png,towel1,towel
towel1_move1_pant1_x1_img006.png,towel1,towel
towel1_move1_pant1_x1_img007.png,towel1,towel
towel1_move1_pant1_x1_img008.png,towel1,towel
towel1_move1_pant1_x1_img009.png,towel1,towel
towel1_move1_pant1_x1_img010.png,towel1,towel
towel1_move1_pant1_x1_img011.png,towel1,towel
towel1_move1_pant1_x1_img012.png,towel1,towel
towel1_move1_pant1_x1_img013.png,towel1,towel
towel1_move1_pant1_x1_img014.png,towel1,towel
towel1_move1_pant1_x1_img015.png,towel1,towel
towel1_move1_pant1_x1_img016.png,towel1,towel
towel1_move1_pant1_x1_img017.png,towel1,towel
towel1_move1_pant1_x1_img018.png,towel1,towel
towel1_move1_pant1_x1_img019.png,towel1,towel
towel1_move1_pant1_x1_img020.png,towel1,towel
towel1_move1_pant1_x1_img021.png,towel1,towel
towel1_move1_pant1_x1_img022.png,towel1,towel
towel1_move1_pant1_x1_img023.png,towel1,towel
towel1_move1_pant1_x1_img024.png,towel1,towel
towel1_move1_pant1_x1_img025.png,towel1,towel
towel1_move1_pant1_x1_img026.png,towel1,towel
towel1_move1_pant1_x1_img027.png,towel1,towel
towel1_move1_pant1_x1_img028.png,towel1,towel
towel1_move1_pant1_x1_img029.png,towel1,towel
towel1_move1_pant1_x1_img030.png,towel1,towel
towel1_move1_pant1_x1_img031.png,towel1,towel
towel1_move1_pant1_x1_img032.png,towel1,towel
towel1_move1_pant1_x1_img033.png,towel1,towel
towel1_move1_pant1_x1_img034.png,towel1,towel
towel1_move1_pant1_x1_img035.png,towel1,towel
towel1_move1_pant1_x1_img036.png,towel1,towel
towel1_move1_pant1_x1_img037.png,towel1,towel
towel1_move1_pant1_x1_img038.png,towel1,towel
towel1_move1_pant1_x1_img039.png,towel1,towel
towel1_move1_pant1_x1_img040.png,towel1,towel
towel1_move1_pant1_x1_img041.png,towel1,towel
towel1_move1_pant1_x1_img042.png,towel1,towel
towel1_move1_pant1_x1_img043.png,towel1,towel
towel1_move1_pant1_x1_img044.png,towel1,towel
towel1_move1_pant1_x1_img045.png,towel1,towel
towel1_move1_pant1_x1_img046.png,towel1,towel
towel1_move1_pant1_x1_img047.png,towel1,towel
towel1_move1_pant1_x1_img048.png,towel1,towel
towel1_move1_pant1_x1_img049.png,towel1,towel
towel1_move1_pant1_x1_img050.png,towel1,towel
towel1_move1_pant1_x1_img051.png,towel1,towel
towel1_move1_pant1_x1_img052.png,towel1,towel
towel1_move1_pant1_x1_img053.png,towel1,towel
towel1_move1_pant1_x1_img054.png,towel1,towel
towel1_move1_pant1_x1_img055.png,towel1,towel
towel1_move1_pant1_x1_img056.png,towel1,towel
towel1_move1_pant1_x1_img057.png,towel1,towel
towel1_move1_pant1_x1_img058.png,towel1,towel
towel1_move1_pant1_x1_img059.png,towel1,towel
towel1_move1_pant1_x1_img060.png,towel1,towel
towel1_move1_pant1_x1_img061.png,towel1,towel
towel1_move1_pant1_x1_img062.png,towel1,towel
towel1_move1_pant1_x1_img063.png,towel1,towel
towel1_move1_pant1_x1_img064.png,towel1,towel
towel1_move1_pant1_x1_img065.png,towel1,towel
towel1_move1_pant1_x1_img066.png,towel1,towel
towel1_move1_pant1_x1_img067.png,towel1,towel
towel1_move1_pant1_x1_img068.png,towel1,towel
towel1_move1_pant1_x1_img069.png,towel1,towel
towel1_move1_pant1_x1_img070.png,towel1,towel
towel1_move1_pant1_x1_img071.png,towel1,towel
towel1_move1_pant1_x1_img072.png,towel1,towel
towel1_move1_pant1_x1_img073.png,towel1,towel
towel1_move1_pant1_x1_img074.png,towel1,towel
towel1_move1_pant1_x1_img075.png,towel1,towel
towel1_move1_pant1_x1_img076.png,towel1,towel
towel1_move1_pant1_x1_img077.png,towel1,towel
towel1_move1_pant1_x1_img078.png,towel1,towel
towel1_move1_pant1_x1_img079.png,towel1,towel
towel1_move1_pant1_x1_img080.png,towel1,towel
towel1_move1_pant1_x1_img081.png,towel1,towel
towel1_move1_pant1_x1_img082.png,towel1,towel
towel1_move1_pant1_x1_img083.png,towel1,towel
towel1_move1_pant1_x1_img084.png,towel1,towel
towel1_move1_pant1_x1_img085.png,towel1,towel
towel1_move1_pant1_x1_img086.png,towel1,towel
towel1_move1_pant1_x1_img087.png,towel1,towel
towel1_move1_pant1_x1_img088.png,towel1,towel
towel1_move1_pant1_x1_img089.png,towel1,towel
towel1_move1_pant1_x1_img090.png,towel1,towel
towel1_move1_pant1_x1_img091.png,towel1,towel
towel1_move1_pant1_x1_img092.png,towel1,towel
towel1_move1_pant1_x1_img093.png,towel1,towel
towel1_move1_pant1_x1_img094.png,towel1,towel
towel1_move1_pant1_x1_img095.png,towel1,towel
towel1_move1_pant1_x1_img096.png,towel1,towel
towel1_move1_pant1_x1_img097.png,towel1,towel
towel1_move1_pant1_x1_img098.png,towel1,towel
towel1_move1_pant1_x1_img099.png,towel1,towel
towel1_move1_pant1_x1_img100.png,towel1,towel
tshirt1_move1_pant1_x1_img001.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img002.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img003.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img004.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img005.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img006.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img007.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img008.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img009.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img010.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img011.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img012.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img013.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img014.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img015.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img016.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img017.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img018.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img019.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img020.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img021.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img022.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img023.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img024.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img025.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img026.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img027.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img028.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img029.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img030.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img031.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img032.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img033.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img034.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img035.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img036.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img037.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img038.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img039.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img040.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img041.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img042.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img043.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img044.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img045.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img046.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img047.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img048.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img049.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img050.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img051.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img052.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img053.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img054.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img055.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img056.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img057.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img058.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img059.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img060.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img061.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img062.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img063.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img064.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img065.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img066.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img067.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img068.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img069.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img070.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img071.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img072.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img073.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img074.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img075.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img076.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img077.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img078.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img079.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img080.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img081.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img082.png,tshirt1,tshirt
tshirt1_move1_pant1_x1_img083.png,tshirt1,tshirt
